anio,mes,ciclo_laboral,day,dia_label,fin_de_semana,principo_mes,fin_de_mes,hora,noche,horario_bancario,delito_tipo,delito_subtipo,uso_arma,calle,cajeros_a_100,cajeros_a_200,banco,red,bancos_a_100,bancos_a_200,comisarias_a_100,comisarias_a_200,precio_m2_usd,densidad_pob,pct_hogares_nbi,barrio,comuna
2018,AGOSTO,Ciclo laboral,1,MIERCOLES,no,si,no,17,no,si,Robo,Robo total,NO,CALLE,no,si,BBVA Banco Francés,BANELCO,no,si,no,no,2312,43929.38827290242,0.10638297872340426,ALMAGRO,5
2018,AGOSTO,Ciclo laboral,10,VIERNES,no,no,no,15,no,si,Robo,Robo total,NO,CALLE,no,si,HSBC Bank Argentina,BANELCO,no,si,no,no,2312,74413.327717568,0.004618937644341801,ALMAGRO,5
2018,AGOSTO,Ciclo laboral,22,MIERCOLES,no,no,no,23,si,no,Robo,Robo total,NO,AVENIDA,si,si,CABAL COOP. LTDA.,LINK,si,si,no,no,1771,10251.492243509423,0.00881057268722467,BALVANERA,3
2018,AGOSTO,Ciclo laboral,2,JUEVES,no,si,no,12,no,si,Robo,Robo total,SI,AVENIDA,no,si,Banco Macro,BANELCO,no,no,no,no,1771,10632.243867907597,0.2085889570552147,BALVANERA,3
2018,AGOSTO,Ciclo laboral,2,JUEVES,no,si,no,23,si,no,Robo,Robo total,NO,AVENIDA,no,si,BANCO DE LA NACION ARGENTINA,LINK,no,si,no,no,1771,10632.243867907597,0.2085889570552147,BALVANERA,3
2018,AGOSTO,Ciclo laboral,9,JUEVES,no,no,no,23,si,no,Robo,Robo total,NO,AVENIDA,no,si,BANCO DE LA NACION ARGENTINA,LINK,no,si,no,no,1771,10632.243867907597,0.2085889570552147,BALVANERA,3
2018,AGOSTO,Ciclo laboral,17,VIERNES,no,no,no,16,no,si,Robo,Robo total,NO,CALLE,no,si,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,no,si,no,no,1771,24792.345623602632,0.6170212765957447,BALVANERA,3
2018,AGOSTO,Ciclo laboral,2,JUEVES,no,si,no,14,no,si,Robo,Robo total,NO,CALLE,no,si,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,no,si,no,no,1771,24792.345623602632,0.6170212765957447,BALVANERA,3
2018,AGOSTO,Ciclo laboral,2,JUEVES,no,si,no,14,no,si,Robo,Robo total,NO,CALLE,no,si,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,no,si,no,no,1771,24792.345623602632,0.6170212765957447,BALVANERA,3
2018,AGOSTO,Ciclo laboral,21,MARTES,no,no,no,19,si,no,Robo,Robo total,NO,CALLE,no,si,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,no,no,no,no,1771,30547.86681133824,0.0380952380952381,BALVANERA,3
2018,AGOSTO,Ciclo laboral,5,DOMINGO,si,si,no,16,no,no,Robo,Robo total,NO,AVENIDA,si,si,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,no,si,no,si,1771,31069.753695874675,0.05084745762711865,BALVANERA,3
2018,AGOSTO,Ciclo laboral,23,JUEVES,no,no,no,16,no,si,Robo,Robo total,NO,CALLE,no,no,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,no,no,no,si,1771,71494.15364008138,0.05844155844155844,BALVANERA,3
2018,AGOSTO,Ciclo laboral,8,MIERCOLES,no,no,no,7,no,no,Robo,Robo total,SI,CALLE,no,si,CABAL COOP. LTDA.,LINK,no,si,no,no,1771,23406.209792574264,0.015915119363395226,BALVANERA,3
2018,AGOSTO,Ciclo laboral,4,SABADO,si,si,no,6,si,no,Robo,Robo total,NO,CALLE,no,si,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,no,si,no,no,1771,57646.32569364297,0,BALVANERA,3
2018,AGOSTO,Ciclo laboral,4,SABADO,si,si,no,6,si,no,Robo,Robo total,NO,CALLE,no,si,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,no,si,no,no,1771,57646.32569364297,0,BALVANERA,3
2018,AGOSTO,Ciclo laboral,9,JUEVES,no,no,no,22,si,no,Robo,Robo total,NO,AVENIDA,si,si,CABAL COOP. LTDA.,LINK,si,si,no,no,1771,39968.304556528135,0.15693430656934307,BALVANERA,3
2018,AGOSTO,Ciclo laboral,9,JUEVES,no,no,no,22,si,no,Robo,Robo total,NO,AVENIDA,si,si,CABAL COOP. LTDA.,LINK,si,si,no,no,1771,39968.304556528135,0.15693430656934307,BALVANERA,3
2018,AGOSTO,Ciclo laboral,15,MIERCOLES,no,no,no,23,si,no,Robo,Robo total,NO,CALLE,si,si,BANCO DE LA PROVINCIA DE BUENOS AIRES,LINK,si,si,no,no,1771,20763.592747453495,0.1527777777777778,BALVANERA,3
2018,AGOSTO,Ciclo laboral,15,MIERCOLES,no,no,no,14,no,si,Robo,Robo total,NO,CALLE,no,no,CABAL COOP. LTDA.,LINK,no,no,no,no,1771,27026.41922241709,0.09359605911330049,BALVANERA,3
2018,AGOSTO,Ciclo laboral,1,MIERCOLES,no,si,no,19,si,no,Robo,Robo total,SI,AVENIDA,no,si,Banco Galicia,BANELCO,no,si,no,no,1771,16944.525333234735,0.24157303370786518,BALVANERA,3
2018,AGOSTO,Ciclo laboral,6,LUNES,no,si,no,19,si,no,Robo,Robo total,SI,AVENIDA,no,si,Banco Galicia,BANELCO,no,si,no,no,1771,16944.525333234735,0.24157303370786518,BALVANERA,3
2018,AGOSTO,Ciclo laboral,29,MIERCOLES,no,no,si,8,no,no,Robo,Robo total,SI,CALLE,no,no,Banco Santander Río,BANELCO,no,si,no,no,1771,55073.95375353761,0.014925373134328358,BALVANERA,3
2018,AGOSTO,Ciclo laboral,29,MIERCOLES,no,no,si,8,no,no,Robo,Robo total,SI,CALLE,no,no,Banco Santander Río,BANELCO,no,si,no,no,1771,55073.95375353761,0.014925373134328358,BALVANERA,3
2018,AGOSTO,Ciclo laboral,13,LUNES,no,no,no,16,no,si,Robo,Robo total,SI,CALLE,no,no,BANCO DE LA NACION ARGENTINA,LINK,no,no,no,no,1771,59692.037951378654,0.24008810572687225,BALVANERA,3
2018,AGOSTO,Ciclo laboral,28,MARTES,no,no,si,22,si,no,Robo,Robo total,SI,CALLE,no,si,BANCO DE LA NACION ARGENTINA,LINK,no,no,no,no,1771,54982.36507790786,0.2526041666666667,BALVANERA,3
2018,AGOSTO,Ciclo laboral,16,JUEVES,no,no,no,14,no,si,Robo,Robo total,NO,CALLE,si,si,Banco Supervielle,BANELCO,si,si,no,no,1771,33152.8274431857,0.05223880597014925,BALVANERA,3
2018,AGOSTO,Ciclo laboral,2,JUEVES,no,si,no,15,no,si,Robo,Robo total,NO,AVENIDA,no,no,ICBC,BANELCO,no,no,no,no,1759,15008.583159439868,0.13333333333333333,PARQUE PATRICIOS,4
2018,AGOSTO,Ciclo laboral,26,DOMINGO,si,no,si,23,si,no,Robo,Robo total,SI,AVENIDA,no,no,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,no,no,no,no,1771,27404.420163981846,0.4412532637075718,BALVANERA,3
2018,AGOSTO,Ciclo laboral,26,DOMINGO,si,no,si,23,si,no,Robo,Robo total,SI,AVENIDA,no,no,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,no,no,no,no,1771,27404.420163981846,0.4412532637075718,BALVANERA,3
2018,AGOSTO,Ciclo laboral,20,LUNES,no,no,no,22,si,no,Robo,Robo total,NO,CALLE,no,no,ICBC,BANELCO,no,no,no,no,1879,14080.30667089808,0.02032520325203252,SAN CRISTOBAL,3
2018,AGOSTO,Ciclo laboral,20,LUNES,no,no,no,22,si,no,Robo,Robo total,NO,CALLE,no,no,ICBC,BANELCO,no,no,no,no,1879,14080.30667089808,0.02032520325203252,SAN CRISTOBAL,3
2018,AGOSTO,Ciclo laboral,15,MIERCOLES,no,no,no,16,no,si,Robo,Robo total,NO,AVENIDA,no,no,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,no,no,no,no,1771,27404.420163981846,0.4412532637075718,BALVANERA,3
2018,AGOSTO,Ciclo laboral,28,MARTES,no,no,si,20,si,no,Robo,Robo total,SI,AVENIDA,no,no,BANCO DE LA NACION ARGENTINA,LINK,no,no,no,no,1759,13138.484499551272,0.11612903225806452,PARQUE PATRICIOS,4
2018,AGOSTO,Ciclo laboral,28,MARTES,no,no,si,20,si,no,Robo,Robo total,SI,AVENIDA,no,no,BANCO DE LA NACION ARGENTINA,LINK,no,no,no,no,1759,13138.484499551272,0.11612903225806452,PARQUE PATRICIOS,4
2018,AGOSTO,Ciclo laboral,17,VIERNES,no,no,no,18,si,no,Robo,Robo total,NO,CALLE,no,no,BBVA Banco Francés,BANELCO,no,no,no,no,1771,29260.46537101108,0.03937007874015748,BALVANERA,3
2018,AGOSTO,Ciclo laboral,16,JUEVES,no,no,no,13,no,si,Robo,Robo total,NO,CALLE,no,no,Banco Santander Río,BANELCO,no,no,no,no,1771,33727.18789370293,0.06545454545454546,BALVANERA,3
2018,AGOSTO,Ciclo laboral,28,MARTES,no,no,si,14,no,si,Robo,Robo total,NO,AVENIDA,no,si,BBVA Banco Francés,BANELCO,no,si,no,no,1879,26745.58612837545,0,SAN CRISTOBAL,3
2018,AGOSTO,Ciclo laboral,28,MARTES,no,no,si,14,no,si,Robo,Robo total,NO,AVENIDA,no,si,BBVA Banco Francés,BANELCO,no,si,no,no,1879,26745.58612837545,0,SAN CRISTOBAL,3
2018,AGOSTO,Ciclo laboral,31,VIERNES,no,no,si,14,no,si,Robo,Robo total,NO,CALLE,no,no,BBVA Banco Francés,BANELCO,no,no,no,no,1879,26407.02692090443,0.13183279742765272,SAN CRISTOBAL,3
2018,AGOSTO,Ciclo laboral,31,VIERNES,no,no,si,14,no,si,Robo,Robo total,NO,CALLE,no,no,BBVA Banco Francés,BANELCO,no,no,no,no,1879,26407.02692090443,0.13183279742765272,SAN CRISTOBAL,3
2018,AGOSTO,Ciclo laboral,13,LUNES,no,no,no,21,si,no,Robo,Robo total,NO,CALLE,no,no,BBVA Banco Francés,BANELCO,no,no,no,no,1879,27894.229418810806,0.21465968586387435,SAN CRISTOBAL,3
2018,AGOSTO,Ciclo laboral,5,DOMINGO,si,si,no,22,si,no,Robo,Robo total,NO,CALLE,no,no,BBVA Banco Francés,BANELCO,no,no,no,no,1879,30077.227883548574,0.11351351351351352,SAN CRISTOBAL,3
2018,AGOSTO,Ciclo laboral,30,JUEVES,no,no,si,9,no,no,Robo,Robo total,NO,CALLE,no,no,CitiBank,BANELCO,no,no,no,no,1879,49177.87008718226,0.0345821325648415,SAN CRISTOBAL,3
2018,AGOSTO,Ciclo laboral,30,JUEVES,no,no,si,9,no,no,Robo,Robo total,NO,CALLE,no,no,CitiBank,BANELCO,no,no,no,no,1879,49177.87008718226,0.0345821325648415,SAN CRISTOBAL,3
2018,AGOSTO,Ciclo laboral,14,MARTES,no,no,no,21,si,no,Robo,Robo total,NO,CALLE,no,no,CABAL COOP. LTDA.,LINK,no,no,no,no,1879,25252.859988506396,0.1226158038147139,SAN CRISTOBAL,3
2018,AGOSTO,Ciclo laboral,25,SABADO,si,no,si,21,si,no,Robo,Robo total,NO,CALLE,no,no,CitiBank,BANELCO,no,no,no,no,1771,19590.729197839406,0.25907990314769974,BALVANERA,3
2018,AGOSTO,Ciclo laboral,31,VIERNES,no,no,si,14,no,si,Robo,Robo total,SI,AVENIDA,no,no,Banco Santander Río,BANELCO,no,no,no,no,1879,28493.367717817906,0.1385390428211587,SAN CRISTOBAL,3
2018,AGOSTO,Ciclo laboral,20,LUNES,no,no,no,19,si,no,Robo,Robo total,NO,CALLE,no,no,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,no,no,no,no,1759,3983.2819023469965,0.044534412955465584,PARQUE PATRICIOS,4
2018,AGOSTO,Ciclo laboral,19,DOMINGO,si,no,no,0,si,no,Robo,Robo total,SI,AVENIDA,no,si,CABAL COOP. LTDA.,LINK,no,si,no,no,2080,10181.887552581822,0.18181818181818182,BOEDO,5
2018,AGOSTO,Ciclo laboral,20,LUNES,no,no,no,16,no,si,Robo,Robo total,NO,CALLE,no,no,ICBC,BANELCO,no,no,no,no,1759,14867.533662663502,0.05104408352668213,PARQUE PATRICIOS,4
2018,AGOSTO,Ciclo laboral,11,SABADO,si,no,no,5,si,no,Robo,Robo total,SI,CALLE,no,no,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,no,no,no,no,1759,3983.2819023469965,0.044534412955465584,PARQUE PATRICIOS,4
2018,AGOSTO,Ciclo laboral,11,SABADO,si,no,no,5,si,no,Robo,Robo total,SI,CALLE,no,no,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,no,no,no,no,1759,3983.2819023469965,0.044534412955465584,PARQUE PATRICIOS,4
2018,AGOSTO,Ciclo laboral,14,MARTES,no,no,no,8,no,no,Robo,Robo total,NO,CALLE,no,no,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,no,no,no,no,1759,3983.2819023469965,0.044534412955465584,PARQUE PATRICIOS,4
2018,AGOSTO,Ciclo laboral,11,SABADO,si,no,no,18,si,no,Robo,Robo total,SI,CALLE,no,no,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,no,no,no,no,1759,11863.633068248955,0.12058823529411765,PARQUE PATRICIOS,4
2018,AGOSTO,Ciclo laboral,11,SABADO,si,no,no,18,si,no,Robo,Robo total,SI,CALLE,no,no,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,no,no,no,no,1759,11863.633068248955,0.12058823529411765,PARQUE PATRICIOS,4
2018,AGOSTO,Ciclo laboral,13,LUNES,no,no,no,19,si,no,Robo,Robo total,SI,CALLE,si,si,CitiBank,BANELCO,no,no,no,no,1759,4264.890471846794,0.06772908366533864,PARQUE PATRICIOS,4
2018,AGOSTO,Ciclo laboral,12,DOMINGO,si,no,no,22,si,no,Robo,Robo total,SI,CALLE,si,si,BBVA Banco Francés,BANELCO,si,si,no,no,1759,18462.16001074341,0.15053763440860216,PARQUE PATRICIOS,4
2018,AGOSTO,Ciclo laboral,27,LUNES,no,no,si,12,no,si,Robo,Robo total,SI,CALLE,no,si,Banco Santander Río,BANELCO,no,no,no,no,1759,4264.890471846794,0.06772908366533864,PARQUE PATRICIOS,4
2018,AGOSTO,Ciclo laboral,28,MARTES,no,no,si,19,si,no,Robo,Robo total,NO,CALLE,si,si,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,no,si,no,no,1759,10376.070116800282,0.018604651162790697,PARQUE PATRICIOS,4
2018,AGOSTO,Ciclo laboral,28,MARTES,no,no,si,19,si,no,Robo,Robo total,NO,CALLE,si,si,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,no,si,no,no,1759,10376.070116800282,0.018604651162790697,PARQUE PATRICIOS,4
2018,AGOSTO,Ciclo laboral,13,LUNES,no,no,no,23,si,no,Robo,Robo total,SI,CALLE,no,no,Banco Santander Río,BANELCO,no,no,no,no,1759,10185.842058288381,0.16,PARQUE PATRICIOS,4
2018,AGOSTO,Ciclo laboral,31,VIERNES,no,no,si,21,si,no,Robo,Robo total,NO,CALLE,no,no,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,no,no,no,no,1759,13887.151503553248,0.16835016835016836,PARQUE PATRICIOS,4
2018,AGOSTO,Ciclo laboral,31,VIERNES,no,no,si,21,si,no,Robo,Robo total,NO,CALLE,no,no,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,no,no,no,no,1759,13887.151503553248,0.16835016835016836,PARQUE PATRICIOS,4
2018,AGOSTO,Ciclo laboral,16,JUEVES,no,no,no,16,no,si,Robo,Robo total,NO,CALLE,no,no,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,no,no,no,no,1759,13887.151503553248,0.16835016835016836,PARQUE PATRICIOS,4
2018,AGOSTO,Ciclo laboral,2,JUEVES,no,si,no,12,no,si,Robo,Robo total,SI,CALLE,no,no,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,no,no,no,no,1759,112398.29873444207,0.030712530712530713,PARQUE PATRICIOS,4
2018,AGOSTO,Ciclo laboral,2,JUEVES,no,si,no,12,no,si,Robo,Robo total,SI,CALLE,no,no,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,no,no,no,no,1759,112398.29873444207,0.030712530712530713,PARQUE PATRICIOS,4
2018,AGOSTO,Ciclo laboral,16,JUEVES,no,no,no,18,si,no,Robo,Robo total,NO,AVENIDA,no,si,ICBC,BANELCO,no,no,no,no,1759,8542.274242671334,0,PARQUE PATRICIOS,4
2018,AGOSTO,Ciclo laboral,22,MIERCOLES,no,no,no,10,no,si,Robo,Robo total,NO,AVENIDA,no,no,ICBC,BANELCO,no,no,no,no,1759,20012.139778519275,0.0989010989010989,PARQUE PATRICIOS,4
2018,AGOSTO,Ciclo laboral,31,VIERNES,no,no,si,9,no,no,Robo,Robo total,NO,AVENIDA,no,no,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,no,no,no,no,1759,4572.130930573232,0.15566037735849056,PARQUE PATRICIOS,4
2018,AGOSTO,Ciclo laboral,5,DOMINGO,si,si,no,19,si,no,Robo,Robo total,SI,AVENIDA,no,no,Banco Galicia,BANELCO,no,no,no,no,1484,11088.887270035648,0.05723905723905724,NUEVA POMPEYA,4
2018,AGOSTO,Ciclo laboral,20,LUNES,no,no,no,15,no,si,Robo,Robo total,SI,PASAJE,no,no,Banco Santander Río,BANELCO,no,no,no,no,1484,16400.345777022256,0.0221606648199446,NUEVA POMPEYA,4
2018,AGOSTO,Ciclo laboral,12,DOMINGO,si,no,no,22,si,no,Robo,Robo total,SI,CALLE,no,no,Banco Santander Río,BANELCO,no,no,no,no,1484,15848.53500772201,0.11073825503355705,NUEVA POMPEYA,4
2018,AGOSTO,Ciclo laboral,22,MIERCOLES,no,no,no,10,no,si,Robo,Robo total,NO,CALLE,si,si,Banco Galicia,BANELCO,si,si,no,no,1484,7554.558665234214,0.14963503649635038,NUEVA POMPEYA,4
2018,AGOSTO,Ciclo laboral,16,JUEVES,no,no,no,16,no,si,Robo,Robo total,SI,CALLE,no,no,Banco Santander Río,BANELCO,no,no,no,no,1484,11570.011368394607,0.05537459283387622,NUEVA POMPEYA,4
2018,AGOSTO,Ciclo laboral,29,MIERCOLES,no,no,si,5,si,no,Robo,Robo total,NO,CALLE,no,no,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,no,no,no,no,1484,7727.170618289268,0.022321428571428572,NUEVA POMPEYA,4
2018,AGOSTO,Ciclo laboral,29,MIERCOLES,no,no,si,5,si,no,Robo,Robo total,NO,CALLE,no,no,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,no,no,no,no,1484,7727.170618289268,0.022321428571428572,NUEVA POMPEYA,4
2018,AGOSTO,Ciclo laboral,1,MIERCOLES,no,si,no,19,si,no,Robo,Robo total,NO,AVENIDA,si,si,Banco Galicia,BANELCO,si,si,no,no,1484,14067.32198007514,0.09090909090909091,NUEVA POMPEYA,4
2018,AGOSTO,Ciclo laboral,22,MIERCOLES,no,no,no,12,no,si,Robo,Robo total,SI,CALLE,no,no,BBVA Banco Francés,BANELCO,no,no,no,no,1484,12071.67302236374,0.00546448087431694,NUEVA POMPEYA,4
2018,AGOSTO,Ciclo laboral,17,VIERNES,no,no,no,7,no,no,Robo,Robo total,SI,CALLE,no,si,HSBC Bank Argentina,BANELCO,no,no,no,no,1484,14125.619062373627,0.05191256830601093,NUEVA POMPEYA,4
2018,AGOSTO,Ciclo laboral,23,JUEVES,no,no,no,6,si,no,Robo,Robo total,SI,AVENIDA,no,no,Banco Santander Río,BANELCO,no,no,no,no,1484,13441.208725003906,0.10174418604651163,NUEVA POMPEYA,4
2018,AGOSTO,Ciclo laboral,31,VIERNES,no,no,si,9,no,no,Robo,Robo total,SI,AVENIDA,no,no,HSBC Bank Argentina,BANELCO,no,no,no,no,1484,12602.12490924564,0.1511879049676026,NUEVA POMPEYA,4
2018,AGOSTO,Ciclo laboral,31,VIERNES,no,no,si,9,no,no,Robo,Robo total,SI,AVENIDA,no,no,HSBC Bank Argentina,BANELCO,no,no,no,no,1484,12602.12490924564,0.1511879049676026,NUEVA POMPEYA,4
2018,AGOSTO,Ciclo laboral,20,LUNES,no,no,no,6,si,no,Robo,Robo total,NO,AVENIDA,no,si,Banco Galicia,BANELCO,no,no,no,no,1484,14125.619062373627,0.05191256830601093,NUEVA POMPEYA,4
2018,AGOSTO,Ciclo laboral,17,VIERNES,no,no,no,15,no,si,Robo,Robo total,NO,CALLE,no,si,Banco Santander Río,BANELCO,no,no,no,no,1484,14125.619062373627,0.05191256830601093,NUEVA POMPEYA,4
2018,AGOSTO,Ciclo laboral,18,SABADO,si,no,no,23,si,no,Robo,Robo total,NO,CALLE,no,si,Banco Santander Río,BANELCO,no,no,no,no,1484,14125.619062373627,0.05191256830601093,NUEVA POMPEYA,4
2018,AGOSTO,Ciclo laboral,14,MARTES,no,no,no,22,si,no,Robo,Robo total,NO,AVENIDA,no,si,Banco Patagonia,BANELCO,no,si,no,no,1484,9465.540116325561,0.01694915254237288,NUEVA POMPEYA,4
2018,AGOSTO,Ciclo laboral,27,LUNES,no,no,si,17,no,si,Robo,Robo total,NO,AVENIDA,no,no,Banco Santander Río,BANELCO,no,no,no,no,1484,13181.80154413936,0.07017543859649122,NUEVA POMPEYA,4
2018,AGOSTO,Ciclo laboral,22,MIERCOLES,no,no,no,18,si,no,Robo,Robo total,SI,CALLE,no,no,HSBC Bank Argentina,BANELCO,no,no,no,no,1484,12602.12490924564,0.1511879049676026,NUEVA POMPEYA,4
2018,AGOSTO,Ciclo laboral,3,VIERNES,no,si,no,16,no,si,Robo,Robo total,NO,CALLE,no,no,BBVA Banco Francés,BANELCO,no,no,no,no,1484,13181.80154413936,0.07017543859649122,NUEVA POMPEYA,4
2018,AGOSTO,Ciclo laboral,7,MARTES,no,si,no,12,no,si,Robo,Robo total,NO,CALLE,no,no,Compania Financiera,BANELCO,no,no,no,no,1484,7388.811017074052,0.054140127388535034,NUEVA POMPEYA,4
2018,AGOSTO,Ciclo laboral,23,JUEVES,no,no,no,14,no,si,Robo,Robo total,NO,PASAJE,no,no,Banco Santander Río,BANELCO,no,no,no,no,1484,3237.1887451179573,0.11811023622047244,NUEVA POMPEYA,4
2018,AGOSTO,Ciclo laboral,28,MARTES,no,no,si,22,si,no,Robo,Robo total,SI,CALLE,no,si,Banco Santander Río,BANELCO,no,no,no,no,1484,3346.4271142766656,0.026881720430107527,NUEVA POMPEYA,4
2018,AGOSTO,Ciclo laboral,23,JUEVES,no,no,no,14,no,si,Robo,Robo total,NO,CALLE,no,no,Banco Santander Río,BANELCO,no,no,no,no,1484,3346.4271142766656,0.026881720430107527,NUEVA POMPEYA,4
2018,AGOSTO,Ciclo laboral,24,VIERNES,no,no,si,3,si,no,Robo,Robo total,SI,CALLE,si,si,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,si,si,no,no,2053,7584.132203973577,0.10101010101010101,BARRACAS,4
2018,AGOSTO,Ciclo laboral,5,DOMINGO,si,si,no,23,si,no,Robo,Robo total,NO,CALLE,si,si,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,no,si,no,no,1552,12008.758332480646,0.43673469387755104,LA BOCA,4
2018,AGOSTO,Ciclo laboral,24,VIERNES,no,no,si,14,no,si,Robo,Robo total,SI,CALLE,no,si,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,no,si,no,no,1552,13968.426503373876,0.0599250936329588,LA BOCA,4
2018,AGOSTO,Ciclo laboral,22,MIERCOLES,no,no,no,10,no,si,Robo,Robo total,NO,CALLE,no,si,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,no,si,no,no,1552,15666.78307914642,0.08949416342412451,LA BOCA,4
2018,AGOSTO,Ciclo laboral,22,MIERCOLES,no,no,no,13,no,si,Robo,Robo total,SI,CALLE,no,si,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,no,si,no,no,1552,15666.78307914642,0.08949416342412451,LA BOCA,4
2018,AGOSTO,Ciclo laboral,25,SABADO,si,no,si,17,no,no,Robo,Robo total,NO,CALLE,no,no,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,no,no,no,no,1552,23413.28122153785,0.31932773109243695,LA BOCA,4
2018,AGOSTO,Ciclo laboral,25,SABADO,si,no,si,17,no,no,Robo,Robo total,NO,CALLE,no,no,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,no,no,no,no,1552,23413.28122153785,0.31932773109243695,LA BOCA,4
2018,AGOSTO,Ciclo laboral,14,MARTES,no,no,no,19,si,no,Robo,Robo total,SI,AVENIDA,si,si,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,no,no,no,no,1552,13050.308415812413,0.03333333333333333,LA BOCA,4
2018,AGOSTO,Ciclo laboral,30,JUEVES,no,no,si,23,si,no,Robo,Robo total,SI,CALLE,no,no,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,no,no,no,no,1552,3080.6764129525823,0.004524886877828055,LA BOCA,4
2018,AGOSTO,Ciclo laboral,21,MARTES,no,no,no,19,si,no,Robo,Robo total,NO,CALLE,si,si,BANCO DE LA NACION ARGENTINA,LINK,si,si,si,si,1552,17668.312689772396,0.0979020979020979,LA BOCA,4
2018,AGOSTO,Ciclo laboral,8,MIERCOLES,no,no,no,17,no,si,Robo,Robo total,NO,AVENIDA,no,si,BANCO DE LA NACION ARGENTINA,LINK,si,si,no,no,1552,17668.312689772396,0.0979020979020979,LA BOCA,4
2018,AGOSTO,Ciclo laboral,2,JUEVES,no,si,no,13,no,si,Robo,Robo total,NO,CALLE,no,si,BANCO DE LA NACION ARGENTINA,LINK,no,si,no,no,1552,26476.288719604916,0.4793388429752066,LA BOCA,4
2018,AGOSTO,Ciclo laboral,20,LUNES,no,no,no,19,si,no,Robo,Robo total,NO,CALLE,no,no,BANCO DE LA NACION ARGENTINA,LINK,no,no,no,no,1552,30270.541559599867,0.7038327526132404,LA BOCA,4
2018,AGOSTO,Ciclo laboral,23,JUEVES,no,no,no,18,si,no,Robo,Robo total,SI,PUENTE,no,no,BANCO DE LA NACION ARGENTINA,LINK,no,no,no,no,1552,9474.793511716389,0.2585551330798479,LA BOCA,4
2018,AGOSTO,Ciclo laboral,26,DOMINGO,si,no,si,23,si,no,Robo,Robo total,SI,AUTOPISTA,no,no,BANCO DE LA NACION ARGENTINA,LINK,no,no,no,no,1552,14318.945203348316,0.4008714596949891,LA BOCA,4
2018,AGOSTO,Ciclo laboral,26,DOMINGO,si,no,si,23,si,no,Robo,Robo total,SI,AUTOPISTA,no,no,BANCO DE LA NACION ARGENTINA,LINK,no,no,no,no,1552,14318.945203348316,0.4008714596949891,LA BOCA,4
2018,AGOSTO,Ciclo laboral,30,JUEVES,no,no,si,17,no,si,Robo,Robo total,SI,AVENIDA,no,si,Banco Comafi,BANELCO,no,no,no,no,1484,7787.219508956225,0.11708860759493671,NUEVA POMPEYA,4
2018,AGOSTO,Ciclo laboral,30,JUEVES,no,no,si,17,no,si,Robo,Robo total,SI,AVENIDA,no,si,Banco Comafi,BANELCO,no,no,no,no,1484,7787.219508956225,0.11708860759493671,NUEVA POMPEYA,4
2018,AGOSTO,Ciclo laboral,8,MIERCOLES,no,no,no,16,no,si,Robo,Robo total,SI,AVENIDA,no,no,Banco Galicia,BANELCO,no,no,no,no,2053,23671.6616886728,0.09477124183006536,BARRACAS,4
2018,AGOSTO,Ciclo laboral,8,MIERCOLES,no,no,no,16,no,si,Robo,Robo total,NO,AVENIDA,no,no,Banco Galicia,BANELCO,no,no,no,no,2053,23671.6616886728,0.09477124183006536,BARRACAS,4
